,text,normalized,preprocessed,sentiment,emotion,stripped
2409,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!! 👋🏽👋🏽👋🏽 That was quick 👀 #WISHWISH OFFICIALLY CERTIFIED GOLD🏆… https://t.co/5iapXowS27,THANK YOU FAN LUV! LUV YOU! VERY GRATEFUL!! :waving_hand: :medium_skin_tone: :waving_hand: :medium_skin_tone: :waving_hand: :medium_skin_tone: That was quick :eyes: #WISHWISH OFFICIALLY CERTIFIED GOLD :trophy:... HTTPURL,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!!  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  That was quick  emoji eyes emoji  wishwish OFFICIALLY CERTIFIED GOLD emoji trophy emoji  url,POS,joy,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!!  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  That was quick  emoji eyes emoji  wishwish OFFICIALLY CERTIFIED GOLD emoji trophy emoji  
2410,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!! 👋🏽👋🏽👋🏽 That was quick 👀 #WISHWISH OFFICIALLY CERTIFIED GOLD🏆… https://t.co/eBZDWQ98Xx,THANK YOU FAN LUV! LUV YOU! VERY GRATEFUL!! :waving_hand: :medium_skin_tone: :waving_hand: :medium_skin_tone: :waving_hand: :medium_skin_tone: That was quick :eyes: #WISHWISH OFFICIALLY CERTIFIED GOLD :trophy:... HTTPURL,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!!  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  That was quick  emoji eyes emoji  wishwish OFFICIALLY CERTIFIED GOLD emoji trophy emoji  url,POS,joy,THANK YOU FAN LUV ! LUV YOU ! VERY GRATEFUL!!  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  emoji waving hand medium skin tone emoji  That was quick  emoji eyes emoji  wishwish OFFICIALLY CERTIFIED GOLD emoji trophy emoji  
2411,We taking over https://t.co/H46Xu6EeT1,We taking over HTTPURL,We taking over url,NEU,others,We taking over 
2412,RT @RickRoss: everyday I’m hustling https://t.co/ByUiZ5E4Xy,RT @USER : everyday I'm hustling HTTPURL,RT @user: everyday Im hustling url,NEU,others,RT @user: everyday Im hustling 
2413,Watch Father Of Asahd: The Album Experience on @YouTube @YouTubeMusic!! #FATHEROFASAHD https://t.co/yIBMnD6nTC 🦁 https://t.co/9CpAbV40Ky,Watch Father Of Asahd : The Album Experience on @USER @USER!! #FATHEROFASAHD HTTPURL on: HTTPURL,Watch Father Of Asahd: The Album Experience on @user @user!! fatherofasahd url  emoji lion emoji  url,NEU,others,Watch Father Of Asahd: The Album Experience on @user @user!! fatherofasahd   emoji lion emoji  
2415,VOTE NOW! #FATHEROFASAHD https://t.co/yJV0cwZ5CY @TeenChoiceFOX https://t.co/2DJIYO6yAU,VOTE NOW! #FATHEROFASAHD HTTPURL @USER HTTPURL,VOTE NOW! fatherofasahd url @user url,NEU,others,VOTE NOW! fatherofasahd  @user 
2416,RT @TMobile: 🚨CODE MAGENTA🚨ןןɐʍ ǝɥʇ uo sı buıʇıɹʍ ǝɥʇ. Unscramble the code for a chance to win a T-Mobile T-ALKIE phone case + great @Stran…,RT @USER : :police_car_light: CODE MAGENTA :police_car_light: ɐǝuo sı buııǝ. Unscramble the code for a chance to win a T-Mobile T-ALKIE phone case + great @USER...,RT @user:  emoji police car light emoji CODE MAGENTA emoji police car light emoji ןןɐʍ ǝɥʇ uo sı buıʇıɹʍ ǝɥʇ. Unscramble the code for a chance to win a T-Mobile T-ALKIE phone case + great @user,NEU,others,RT @user:  emoji police car light emoji CODE MAGENTA emoji police car light emoji ןןɐʍ ǝɥʇ uo sı buıʇıɹʍ ǝɥʇ. Unscramble the code for a chance to win a T-Mobile T-ALKIE phone case + great @user
2417,I entered the #bumburoom with @originalbumbu after I saw my brother @liltunechi on the series. Check it out! #Ad https://t.co/UIXeclvRBQ,I entered the #bumburoom with @USER after I saw my brother @USER on the series. Check it out! #Ad HTTPURL,I entered the bumburoom with @user after I saw my brother @user on the series. Check it out! ad url,NEU,joy,I entered the bumburoom with @user after I saw my brother @user on the series. Check it out! ad 
2418,RT @RocNationSports: The Journey is The Reward. @kyrieirving x @rocnationsports x Hermetic Friends ✋🤚 https://t.co/c4qoy2XfnQ,RT @USER : The Journey is The Reward. @USER x @USER x Hermetic Friends :raised_hand: :raised_back_of_hand: HTTPURL,RT @user: The Journey is The Reward. @user x @user x Hermetic Friends  emoji raised hand emoji  emoji raised back of hand emoji  url,NEU,others,RT @user: The Journey is The Reward. @user x @user x Hermetic Friends  emoji raised hand emoji  emoji raised back of hand emoji  
2419,"We so blessed ! Embrace the blessings ! THANK YOU GOD ! 
I LOVE YOU ! GOD IS THE GREATEST 🙏🏽🤲🏽🙏🏽
🦁",We so blessed! Embrace the blessings! THANK YOU GOD! I LOVE YOU! GOD IS THE GREATEST :folded_hands: :medium_skin_tone: :palms_up_together: :medium_skin_tone: :folded_hands: :medium_skin_tone: on:,"We so blessed ! Embrace the blessings ! THANK YOU GOD ! 
I LOVE YOU ! GOD IS THE GREATEST  emoji folded hands medium skin tone emoji  emoji palms up together medium skin tone emoji  emoji folded hands medium skin tone emoji 
 emoji lion emoji",POS,joy,"We so blessed ! Embrace the blessings ! THANK YOU GOD ! 
I LOVE YOU ! GOD IS THE GREATEST  emoji folded hands medium skin tone emoji  emoji palms up together medium skin tone emoji  emoji folded hands medium skin tone emoji 
 emoji lion emoji"
2420,"FAN LUV WORLDWIDE ! I LOVE YOU! 
#FATHEROFASAHD TO THE WORLD 🌎",FAN LUV WORLDWIDE! I LOVE YOU! #FATHEROFASAHD TO THE WORLD :globe_showing_Americas:,"FAN LUV WORLDWIDE ! I LOVE YOU! 
fatherofasahd TO THE WORLD  emoji globe showing Americas emoji",POS,joy,"FAN LUV WORLDWIDE ! I LOVE YOU! 
fatherofasahd TO THE WORLD  emoji globe showing Americas emoji"
2421,#weekendvibes @OfficialBelaire #ad https://t.co/fFUHN54k94,#weekendvibes @USER #ad HTTPURL,weekendvibes @user ad url,NEU,others,weekendvibes @user ad 
2422,#weekendvibes #ad @OriginalBumbu https://t.co/Y3IvlUCtNO,#weekendvibes #ad @USER HTTPURL,weekendvibes ad @user url,NEU,others,weekendvibes ad @user 
2423,🍾🍾 @OfficialBelaire #AD https://t.co/jPict4V6tk,:bottle_with_popping_cork: :bottle_with_popping_cork: @USER #AD HTTPURL,emoji bottle with popping cork emoji  emoji bottle with popping cork emoji  @user ad url,NEU,others,emoji bottle with popping cork emoji  emoji bottle with popping cork emoji  @user ad 
2424,Vibes!#Ad @OriginalBumbu @OfficialBelaire https://t.co/5uea8GdRpK,Vibes! #Ad @USER @USER HTTPURL,Vibes!ad @user @user url,NEU,others,Vibes!ad @user @user 
2425,#FATHEROFASAHD TO THE WORLD! 🌎 https://t.co/FSa2tVYiQB,#FATHEROFASAHD TO THE WORLD! :globe_showing_Americas: HTTPURL,fatherofasahd TO THE WORLD!  emoji globe showing Americas emoji  url,POS,joy,fatherofasahd TO THE WORLD!  emoji globe showing Americas emoji  
2426,Still in the meeting https://t.co/3I8tE9I7Il,Still in the meeting HTTPURL,Still in the meeting url,NEU,others,Still in the meeting 
2427,🔥🔥🔥🔥 @OriginalBumbu #AD https://t.co/0ou5WFr3pG,:fire: :fire: :fire: @USER #AD HTTPURL,emoji fire emoji  emoji fire emoji  emoji fire emoji  @user ad url,NEU,others,emoji fire emoji  emoji fire emoji  emoji fire emoji  @user ad 
2428,Effortlessly elegant @OfficialBelaire #AD https://t.co/brWkiR189B,Efelegant @USER #AD HTTPURL,Effortlessly elegant @user ad url,POS,joy,Effortlessly elegant @user ad 
2429,"@OriginalBumbu award winning BUMBU 
#ad https://t.co/GFa0mwcfWv",@USER award winning BUMBU #ad HTTPURL,"@user award winning BUMBU 
ad url",NEU,others,"@user award winning BUMBU 
ad "
2430,I CALL IT CHANDELIER #Ad @OfficialBelaire https://t.co/dTgdBpNBdP,I CALL IT CHANDELIER #Ad @USER HTTPURL,I CALL IT CHANDELIER ad @user url,NEU,others,I CALL IT CHANDELIER ad @user 
2431,@OriginalBumbu #AD 🌴🌴 https://t.co/lkflkFofMe,@USER #AD :palm_tree: :palm_tree: HTTPURL,@user ad  emoji palm tree emoji  emoji palm tree emoji  url,NEU,others,@user ad  emoji palm tree emoji  emoji palm tree emoji  
2432,@OfficialBelaire #AD 🍾🍾 https://t.co/8HQt1y8VoH,@USER #AD :bottle_with_popping_cork: :bottle_with_popping_cork: HTTPURL,@user ad  emoji bottle with popping cork emoji  emoji bottle with popping cork emoji  url,NEU,others,@user ad  emoji bottle with popping cork emoji  emoji bottle with popping cork emoji  
2433,GRATEFUL #BETAWARDS https://t.co/2dHbss1GJM,GRATEFUL #BETAWARDS HTTPURL,GRATEFUL betawards url,POS,joy,GRATEFUL betawards 
2434,"One of my favorite protein options is fish and I love that it’s a zero point food!

5 SP!

Bless up @ww_us the new… https://t.co/r4kYPJOqln",One of my favorite protein options is fish and I love that it's a zero point food! 5 SP! Bless up @USER the new... HTTPURL,"One of my favorite protein options is fish and I love that its a zero point food!

5 SP!

Bless up @user the new url",POS,joy,"One of my favorite protein options is fish and I love that its a zero point food!

5 SP!

Bless up @user the new "
2435,#WETHEBESTRADIO TONIGHT 9 PM ET | 6 PM PST! @Beats1 @AppleMusic #FATHEROFASAHD TO THE WORLD 🌎 https://t.co/fCYl5K4ulF,#WETHEBESTRADIO TONIGHT 9 PM ET | 6 PM PST! @USER @USER #FATHEROFASAHD TO THE WORLD :globe_showing_Americas: HTTPURL,wethebestradio TONIGHT 9 PM ET  emoji  6 PM PST! @user @user fatherofasahd TO THE WORLD  emoji globe_showing_Americas| url,POS,joy,wethebestradio TONIGHT 9 PM ET  emoji  6 PM PST! @user @user fatherofasahd TO THE WORLD  emoji globe_showing_Americas| 
2436,"@OfficialBelaire 
#AD
#SELFMADE https://t.co/R1Prh9PVQo",@USER #AD #SELFMADE HTTPURL,"@user 
ad
selfmade url",NEU,others,"@user 
ad
selfmade "
2437,#ad @OriginalBumbu vibes be the island 🌴 vibes . Bless up @LilTunechi https://t.co/B6jwB4WalD,#ad @USER vibes be the island :palm_tree: vibes. Bless up @USER HTTPURL,ad @user vibes be the island  emoji palm tree emoji  vibes . Bless up @user url,POS,joy,ad @user vibes be the island  emoji palm tree emoji  vibes . Bless up @user 
2438,"GREAT MORING CHEERS 🥂 TO ANOTHER ONE ! #FATHEROFASAHD TO THE WORLD 🌎 
@OfficialBelaire thank u for the bottles… https://t.co/dnIJA6LFqu",GREAT MORING CHEERS :clinking_glasses: TO ANOTHER ONE! #FATHEROFASAHD TO THE WORLD :globe_showing_Americas: @USER thank u for the bottles... HTTPURL,"GREAT MORING CHEERS  emoji clinking glasses emoji  TO ANOTHER ONE ! fatherofasahd TO THE WORLD  emoji globe showing Americas emoji  
@user thank u for the bottles url",POS,joy,"GREAT MORING CHEERS  emoji clinking glasses emoji  TO ANOTHER ONE ! fatherofasahd TO THE WORLD  emoji globe showing Americas emoji  
@user thank u for the bottles "
2439,"#FANLUV TIME TO CELEBRATE 🏆🏆🏆🏆 #FATHEROFASAHD OFFICIALLY CERTIFIED GOLD 📀 
#FANLUV WE DID IT AGAIN!! #FANLUV YOU DI… https://t.co/bt1OvdcTKY",#FANLUV TIME TO CELEBRATE :trophy: :trophy: :trophy: #FATHEROFASAHD OFFICIALLY CERTIFIED GOLD :dvd: #FANLUV WE DID IT AGAIN!! #FANLUV YOU DI... HTTPURL,"fanluv TIME TO CELEBRATE  emoji trophy emoji  emoji trophy emoji  emoji trophy emoji  fatherofasahd OFFICIALLY CERTIFIED GOLD  emoji dvd emoji  
fanluv WE DID IT AGAIN!! fanluv YOU DI url",POS,joy,"fanluv TIME TO CELEBRATE  emoji trophy emoji  emoji trophy emoji  emoji trophy emoji  fatherofasahd OFFICIALLY CERTIFIED GOLD  emoji dvd emoji  
fanluv WE DID IT AGAIN!! fanluv YOU DI "
2440,Today is a great day! #FANLUV we did it! Father Of Asahd is officially certified GOLD!📀 Couldn’t have done it witho… https://t.co/PHpAcecsoZ,Today is a great day! #FANLUV we did it! Father Of Asahd is officially certified GOLD! :dvd: Couldn't have done it witho... HTTPURL,Today is a great day! fanluv we did it! Father Of Asahd is officially certified GOLD! emoji dvd emoji  Couldnt have done it witho url,POS,joy,Today is a great day! fanluv we did it! Father Of Asahd is officially certified GOLD! emoji dvd emoji  Couldnt have done it witho 
2441,TUNE IN NOW! #WETHEBESTRADIO @Beats1 @AppleMusic https://t.co/nuFkbb4DvJ https://t.co/raHsE6WTi6,TUNE IN NOW! #WETHEBESTRADIO @USER @USER HTTPURL HTTPURL,TUNE IN NOW! wethebestradio @user @user url url,NEU,joy,TUNE IN NOW! wethebestradio @user @user  
2442,"RT @sisario: Some harsh words from Dez Perez, COO of Roc Nation (Khaled’s mgmt): https://t.co/Va1Df9qeCd","RT @USER : Some harsh words from Dez Perez, COO of Roc Nation ( Khaled's mgmt ): HTTPURL","RT @user: Some harsh words from Dez Perez, COO of Roc Nation (Khaleds mgmt): url",NEU,others,"RT @user: Some harsh words from Dez Perez, COO of Roc Nation (Khaleds mgmt): "
2443,#FANLUV! I’m up early getting my workout in 🏋️‍♂️ starting #globalwellnessday right! What are YOU going to do? Shar… https://t.co/CJPVniUJwt,#FANLUV! I'm up early getting my workout in :person_lifting_weights: ‍ :male_sign: starting #globalwellnessday right! What are YOU going to do? Shar... HTTPURL,fanluv! Im up early getting my workout in  emoji person lifting weights emoji ‍ starting globalwellnessday right! What are YOU going to do? Shar url,POS,joy,fanluv! Im up early getting my workout in  emoji person lifting weights emoji ‍ starting globalwellnessday right! What are YOU going to do? Shar 
2444,#WETHEBESTRADIO is back now on @Beats1 @AppleMusic ! #FATHEROFASAHD TO THE WORLD 🌎 https://t.co/l5SVoXmyas,#WETHEBESTRADIO is back now on @USER @USER! #FATHEROFASAHD TO THE WORLD :globe_showing_Americas: HTTPURL,wethebestradio is back now on @user @user ! fatherofasahd TO THE WORLD  emoji globe showing Americas emoji  url,POS,joy,wethebestradio is back now on @user @user ! fatherofasahd TO THE WORLD  emoji globe showing Americas emoji  
2445,Bless up 👊🏽 https://t.co/kq6IWIb16W,Bless up :oncoming_fist: :medium_skin_tone: HTTPURL,Bless up  emoji oncoming fist medium skin tone emoji  url,POS,joy,Bless up  emoji oncoming fist medium skin tone emoji  
2446,RT @BET_UK: This year’s @betawards will be undeniably unforgettable! You heard it from @djkhaled https://t.co/ymEXrFK7lM,RT @USER : This year's @USER will be undeniably unforgettable! You heard it from @USER HTTPURL,RT @user: This years @user will be undeniably unforgettable! You heard it from @user url,NEU,others,RT @user: This years @user will be undeniably unforgettable! You heard it from @user 
2447,RT @deeeannuhh: This song is just absolute fire. 🔥🧞‍♂️ @djkhaled #WillSmith https://t.co/IF0iBfLdGn,RT @USER : This song is just absolute fire. :fire: :genie: ‍ :male_sign: @USER #WillSmith HTTPURL,RT @user: This song is just absolute fire.  emoji fire emoji  emoji genie emoji ‍ @user will smith url,POS,joy,RT @user: This song is just absolute fire.  emoji fire emoji  emoji genie emoji ‍ @user will smith 
2448,#JUSTUS #FATHEROFASAHD TO THE WORLD https://t.co/RghcfxW8VY,#JUSTUS #FATHEROFASAHD TO THE WORLD HTTPURL,justus fatherofasahd TO THE WORLD url,NEU,joy,justus fatherofasahd TO THE WORLD 
2449,#JUSTUS https://t.co/QuVj6ncuul,#JUSTUS HTTPURL,justus url,NEU,others,justus 
2450,RT @Lillyly09: One spliff a day keep the evil away #FATHEROFASAHD @djkhaled,RT @USER : One spliff a day keep the evil away #FATHEROFASAHD @USER,RT @user: One spliff a day keep the evil away fatherofasahd @user,NEU,others,RT @user: One spliff a day keep the evil away fatherofasahd @user
2451,RT @Lillyly09: @sza and @djkhaled is my life right now 🔥🔥🔥🔥🔥🔥🔥🔥,RT @USER : @USER and @USER is my life right now :fire: :fire: :fire:,RT @user: @user and @user is my life right now  emoji fire emoji  emoji fire emoji  emoji fire emoji,POS,joy,RT @user: @user and @user is my life right now  emoji fire emoji  emoji fire emoji  emoji fire emoji
2452,👊🏽 https://t.co/XfOF2qqL9M,:oncoming_fist: :medium_skin_tone: HTTPURL,emoji oncoming fist medium skin tone emoji  url,NEU,others,emoji oncoming fist medium skin tone emoji  
2453,"Great morning ! #FATHEROFASHAD AVAILABLE EVERYWHERE! 
#FATHEROFASAHD TO THE WORLD @WeTheBestMusic @RocNation… https://t.co/VCCA3G8elR",Great morning! #FATHEROFASHAD AVAILABLE EVERYWHERE! #FATHEROFASAHD TO THE WORLD @USER @USER... HTTPURL,"Great morning ! fatherofashad AVAILABLE EVERYWHERE! 
fatherofasahd TO THE WORLD @user @user url",POS,joy,"Great morning ! fatherofashad AVAILABLE EVERYWHERE! 
fatherofasahd TO THE WORLD @user @user "
2454,#JUSTUS https://t.co/46stErCQhF,#JUSTUS HTTPURL,justus url,NEU,others,justus 
2455,"RT @MX71418909: Jealous
Just Us
You Stay
Higher
Won't take my soul
No Brainer
Holy Ground
😍😍😍😍😍😍😍 https://t.co/pM4nV6t3n2",RT @USER : Jealous Just Us You Stay Higher Won't take my soul No Brainer Holy Ground :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: HTTPURL,"RT @user: Jealous
Just Us
You Stay
Higher
Won't take my soul
No Brainer
Holy Ground
 emoji smiling face with heart-eyes emoji  emoji smiling face with heart-eyes emoji  emoji smiling face with heart-eyes emoji  url",NEU,others,"RT @user: Jealous
Just Us
You Stay
Higher
Won't take my soul
No Brainer
Holy Ground
 emoji smiling face with heart-eyes emoji  emoji smiling face with heart-eyes emoji  emoji smiling face with heart-eyes emoji  "
2456,RT @Power106LA: IT'S TIME TO COUNTDOWN YOUR FAVORITE SONGS ON THE #LIFTOFF5!!! WE'RE GETTING IT STARTED WITH SONG #5 @djkhaled “You Stay” f…,RT @USER : IT'S TIME TO COUNTDOWN YOUR FAVORITE SONGS ON THE #LIFTOFF5!!! WE'RE GETTING IT STARTED WITH SONG # 5 @USER “ You Stay ” f...,"RT @user: IT'S TIME TO COUNTDOWN YOUR FAVORITE SONGS ON THE liftoff5!!! WE'RE GETTING IT STARTED WITH SONG #5 @user ""You Stay"" f",NEU,others,"RT @user: IT'S TIME TO COUNTDOWN YOUR FAVORITE SONGS ON THE liftoff5!!! WE'RE GETTING IT STARTED WITH SONG #5 @user ""You Stay"" f"
2457,"RT @BreSahar: @djkhaled and @Sza, I'm sitting here trying to learn the lyrics to ""Just Us"" this song touches my soul I  ❤️ it!!!!","RT @USER : @USER and @USER, I'm sitting here trying to learn the lyrics to "" Just Us "" this song touches my soul I :red_heart: it!!!","RT @user: @user and @user, I'm sitting here trying to learn the lyrics to ""Just Us"" this song touches my soul I   it!!!",POS,joy,"RT @user: @user and @user, I'm sitting here trying to learn the lyrics to ""Just Us"" this song touches my soul I   it!!!"
